OPTION_ID,SYSTEM_NM,SUBSYSTEM_NM,COMPONENT_GROUP,OPTION_NM,COST_USD,WEIGHT_LBS,SOURCE_COUNTRY,PERFORMANCE_CATEGORY,PERFORMANCE_SCORE,DESCRIPTION,OPTION_TIER,SPECS
110,Engine,Cooling System,Radiator,Heavy-Duty Cooling Package,2800.00,145.00,China,Cooling,4.0,Oversized with auxiliary cooler.,PREMIUM,"{""cooling_capacity_btu"":400000,""core_rows"":6,""radiator_class"":""heavy-duty""}"
111,Engine,Cooling System,Radiator,Extreme Duty Cooling,5500.00,185.00,China,Cooling,5.0,Maximum cooling capacity.,FLAGSHIP,"{""cooling_capacity_btu"":500000,""core_rows"":7,""radiator_class"":""extreme-duty""}"
109,Engine,Cooling System,Radiator,Extended Core Radiator,2000.00,130.00,China,Cooling,3.5,Extended core for moderate duty.,STANDARD,"{""cooling_capacity_btu"":320000,""core_rows"":5,""radiator_class"":""extended-core""}"
108,Engine,Cooling System,Radiator,Aluminum-Brass Radiator,1800.00,125.00,China,Cooling,2.5,Hybrid aluminum-brass design.,STANDARD,"{""cooling_capacity_btu"":280000,""core_rows"":4,""radiator_class"":""hybrid""}"
107,Engine,Cooling System,Radiator,High-Capacity Radiator,1200.00,115.00,China,Cooling,2.0,20% increased capacity.,STANDARD,"{""cooling_capacity_btu"":265000,""core_rows"":4,""radiator_class"":""high-capacity""}"
160,Front Axle,Front Suspension,Front Suspension Type,Tapered Leaf Spring,0.00,320.00,USA,Comfort,1.0,Traditional leaf springs.,ENTRY,"{""ride_quality"":""basic"",""shock_class"":""standard"",""spring_rating_lb"":12000,""suspension_type"":""leaf""}"
194,Rear Axle,Rear Suspension,Rear Suspension Type,Spring Rear Suspension,0.00,680.00,USA,Comfort,1.0,Traditional multi-leaf springs.,ENTRY,"{""ride_quality"":""basic"",""shock_class"":""standard"",""spring_rating_lb"":38000,""suspension_type"":""spring""}"
195,Rear Axle,Rear Suspension,Rear Suspension Type,Vocational Spring Package,1800.00,720.00,USA,Comfort,2.0,Heavy-duty vocational springs.,STANDARD,"{""ride_quality"":""vocational"",""shock_class"":""heavy-duty"",""spring_rating_lb"":52000,""suspension_type"":""spring""}"
197,Rear Axle,Rear Suspension,Rear Suspension Type,Low-Ride Air Suspension,4500.00,600.00,Germany,Comfort,3.5,Lowered ride height air system.,PREMIUM,"{""ride_quality"":""low-ride"",""shock_class"":""air-ride"",""spring_rating_lb"":38000,""suspension_type"":""air""}"
248,Transmission,Transmission Assembly,Transmission Type,10-Speed Manual,0.00,450.00,USA,Economy,2.0,Basic 10-speed manual.,ENTRY,"{""gear_count"":10,""torque_rating_lb_ft"":1400,""trans_class"":""basic"",""trans_type"":""manual""}"
11,Cab,Climate Control,HVAC System,Dual-Zone Climate Control,2800.00,65.00,USA,Comfort,3.5,Independent driver/passenger temperature zones.,PREMIUM,"{""cooling_btu"":32000,""hvac_type"":""automatic"",""zones"":2}"
23,Cab,Interior,Seating Configuration,Premium Air-Ride with Heat,3200.00,105.00,USA,Comfort,3.5,Heated/ventilated air-ride seat.,PREMIUM,"{""heating"":true,""seat_type"":""premium-air-ride"",""suspension"":""air"",""ventilation"":true}"
103,Engine,Cooling System,Fan Assembly,Electric Fan with Clutch,1800.00,72.00,USA,Cooling,3.5,Electronically-controlled fan.,PREMIUM,"{""cfm_rating"":6500,""fan_type"":""electric-clutch"",""max_cooling_btu"":380000}"
113,Engine,Emissions System,DEF System,Enhanced SCR System,1500.00,165.00,USA,Emissions,2.0,Improved DEF dosing.,STANDARD,"{""def_consumption_pct"":2.5,""emissions_standard"":""EPA-2021"",""nox_reduction_pct"":94}"
115,Engine,Emissions System,DEF System,Advanced Emissions Package,3500.00,195.00,USA,Emissions,3.5,"Integrated DPF/SCR, near-zero NOx.",PREMIUM,"{""def_consumption_pct"":2.2,""emissions_standard"":""EPA-2024"",""nox_reduction_pct"":97}"
189,Rear Axle,Rear Drive Assembly,Traction Control,ABS with Traction Control,1500.00,35.00,USA,Safety,2.0,Improved starts in slippery conditions.,STANDARD,"{""stability_control"":false,""traction_level"":2,""traction_type"":""ABS-TC""}"
203,Rear Axle,Wheels & Tires,Tire Type,Low-Rolling-Resistance Tires,2800.00,350.00,USA,Economy,3.5,"SmartWay verified, 3-5% fuel savings.",PREMIUM,"{""fuel_efficiency"":5,""load_rating"":""H"",""smartway_verified"":true,""tire_type"":""low-rolling"",""tread_life_miles"":120000}"
136,Engine,Engine Block,Turbocharger,Variable Geometry Turbo,2200.00,52.00,USA,Power,2.0,"VGT, reduced turbo lag.",STANDARD,"{""boost_psi"":28,""max_hp_supported"":450,""turbo_type"":""variable-geometry""}"
137,Engine,Engine Block,Turbocharger,Twin-Scroll VGT,4500.00,68.00,USA,Power,2.5,Better low-end torque.,PREMIUM,"{""boost_psi"":32,""max_hp_supported"":500,""turbo_type"":""twin-scroll-vgt""}"
139,Engine,Engine Block,Turbocharger,Compound Turbo System,8500.00,95.00,USA,Power,4.0,"Series turbos, max boost.",FLAGSHIP,"{""boost_psi"":42,""max_hp_supported"":600,""turbo_type"":""compound""}"
144,Engine,Engine Brake,Engine Brake Type,Integrated Retarder System,5500.00,85.00,USA,Safety,3.5,Engine brake plus driveline retarder.,PREMIUM,"{""brake_stages"":2,""brake_type"":""integrated-retarder"",""braking_hp"":500}"
71,Electrical,Electronics,ADAS Features,Rear Cross-Traffic Alert,2200.00,20.00,Japan,Safety,2.0,Backing collision prevention.,STANDARD,"{""adas_level"":1,""features"":[""rear-cross-traffic""],""sensors"":[""rear-radar""]}"
83,Electrical,Lighting,Headlights,Fog Light Package,450.00,5.00,USA,Safety,2.0,Auxiliary fog lights.,STANDARD,"{""light_class"":""fog-package"",""light_type"":""halogen-fog"",""lumens"":1500}"
215,Safety,Active Safety,Stability Control,Trailer Stability Assist,2500.00,60.00,Germany,Safety,3.5,Trailer sway control.,STANDARD,"{""abs_channels"":6,""rollover_protection"":true,""stability_level"":3,""trailer_stability"":true}"
219,Safety,Passive Safety,Mirror System,Convex Spot Mirrors,250.00,28.00,USA,Safety,2.0,Additional convex mirrors.,STANDARD,"{""heated"":false,""mirror_type"":""convex-spot"",""power"":false}"
190,Rear Axle,Rear Drive Assembly,Traction Control,Limited-Slip Differential,1800.00,38.00,USA,Safety,2.5,Mechanical limited slip.,STANDARD,"{""stability_control"":false,""traction_level"":2,""traction_type"":""limited-slip""}"
